avant : line->pos :  114 | POS_X POS_Y : (116,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   17 | POS_X POS_Y : (19,0)
apres : line->pos :   17 | POS_X POS_Y : (19,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    9 | POS_X POS_Y : (11,0)
apres : line->pos :    9 | POS_X POS_Y : (11,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   10 | POS_X POS_Y : (12,0)
apres : line->pos :   10 | POS_X POS_Y : (12,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   18 | POS_X POS_Y : (20,0)
apres : line->pos :   18 | POS_X POS_Y : (20,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   32 | POS_X POS_Y : (34,0)
apres : line->pos :   32 | POS_X POS_Y : (34,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   25 | POS_X POS_Y : (27,0)
apres : line->pos :   25 | POS_X POS_Y : (27,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   20 | POS_X POS_Y : (22,0)
apres : line->pos :   20 | POS_X POS_Y : (22,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   18 | POS_X POS_Y : (20,0)
apres : line->pos :   18 | POS_X POS_Y : (20,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   24 | POS_X POS_Y : (26,0)
apres : line->pos :   24 | POS_X POS_Y : (26,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   20 | POS_X POS_Y : (22,0)
apres : line->pos :   20 | POS_X POS_Y : (22,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   29 | POS_X POS_Y : (31,0)
apres : line->pos :   29 | POS_X POS_Y : (31,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   28 | POS_X POS_Y : (30,0)
apres : line->pos :   28 | POS_X POS_Y : (30,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   24 | POS_X POS_Y : (26,0)
apres : line->pos :   24 | POS_X POS_Y : (26,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   22 | POS_X POS_Y : (24,0)
apres : line->pos :   22 | POS_X POS_Y : (24,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   23 | POS_X POS_Y : (25,0)
apres : line->pos :   23 | POS_X POS_Y : (25,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   17 | POS_X POS_Y : (19,0)
apres : line->pos :   17 | POS_X POS_Y : (19,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   29 | POS_X POS_Y : (31,0)
apres : line->pos :   29 | POS_X POS_Y : (31,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   21 | POS_X POS_Y : (23,0)
apres : line->pos :   21 | POS_X POS_Y : (23,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   20 | POS_X POS_Y : (22,0)
apres : line->pos :   20 | POS_X POS_Y : (22,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   26 | POS_X POS_Y : (28,0)
apres : line->pos :   26 | POS_X POS_Y : (28,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   18 | POS_X POS_Y : (20,0)
apres : line->pos :   18 | POS_X POS_Y : (20,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   23 | POS_X POS_Y : (25,0)
apres : line->pos :   23 | POS_X POS_Y : (25,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   20 | POS_X POS_Y : (22,0)
apres : line->pos :   20 | POS_X POS_Y : (22,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   32 | POS_X POS_Y : (34,0)
apres : line->pos :   32 | POS_X POS_Y : (34,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   25 | POS_X POS_Y : (27,0)
apres : line->pos :   25 | POS_X POS_Y : (27,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   20 | POS_X POS_Y : (22,0)
apres : line->pos :   20 | POS_X POS_Y : (22,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   18 | POS_X POS_Y : (20,0)
apres : line->pos :   18 | POS_X POS_Y : (20,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   24 | POS_X POS_Y : (26,0)
apres : line->pos :   24 | POS_X POS_Y : (26,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   20 | POS_X POS_Y : (22,0)
apres : line->pos :   20 | POS_X POS_Y : (22,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   29 | POS_X POS_Y : (31,0)
apres : line->pos :   29 | POS_X POS_Y : (31,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   28 | POS_X POS_Y : (30,0)
apres : line->pos :   28 | POS_X POS_Y : (30,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   24 | POS_X POS_Y : (26,0)
apres : line->pos :   24 | POS_X POS_Y : (26,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   22 | POS_X POS_Y : (24,0)
apres : line->pos :   22 | POS_X POS_Y : (24,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   23 | POS_X POS_Y : (25,0)
apres : line->pos :   23 | POS_X POS_Y : (25,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   22 | POS_X POS_Y : (24,0)
apres : line->pos :   22 | POS_X POS_Y : (24,0)
avant : line->pos :   15 | POS_X POS_Y : (17,0)
milieu : line->pos :   15 | POS_X POS_Y : (17,0)
milieu2 : line->pos :   38 | POS_X POS_Y : (40,0)
apres : line->pos :   38 | POS_X POS_Y : (40,0)
avant : line->pos :    6 | POS_X POS_Y : (8,0)
milieu : line->pos :    6 | POS_X POS_Y : (8,0)
milieu2 : line->pos :   10 | POS_X POS_Y : (12,0)
apres : line->pos :   10 | POS_X POS_Y : (12,0)
avant : line->pos :    6 | POS_X POS_Y : (8,0)
milieu : line->pos :    6 | POS_X POS_Y : (8,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :    6 | POS_X POS_Y : (8,0)
milieu : line->pos :    6 | POS_X POS_Y : (8,0)
milieu2 : line->pos :   17 | POS_X POS_Y : (19,0)
apres : line->pos :   17 | POS_X POS_Y : (19,0)
avant : line->pos :    6 | POS_X POS_Y : (8,0)
milieu : line->pos :    6 | POS_X POS_Y : (8,0)
milieu2 : line->pos :   17 | POS_X POS_Y : (19,0)
apres : line->pos :   17 | POS_X POS_Y : (19,0)
avant : line->pos :    6 | POS_X POS_Y : (8,0)
milieu : line->pos :    6 | POS_X POS_Y : (8,0)
milieu2 : line->pos :   20 | POS_X POS_Y : (22,0)
apres : line->pos :   20 | POS_X POS_Y : (22,0)
avant : line->pos :    6 | POS_X POS_Y : (8,0)
milieu : line->pos :    6 | POS_X POS_Y : (8,0)
milieu2 : line->pos :   18 | POS_X POS_Y : (20,0)
apres : line->pos :   18 | POS_X POS_Y : (20,0)
avant : line->pos :   19 | POS_X POS_Y : (21,0)
milieu : line->pos :   19 | POS_X POS_Y : (21,0)
milieu2 : line->pos :   23 | POS_X POS_Y : (25,0)
apres : line->pos :   23 | POS_X POS_Y : (25,0)
avant : line->pos :   19 | POS_X POS_Y : (21,0)
milieu : line->pos :   19 | POS_X POS_Y : (21,0)
milieu2 : line->pos :   32 | POS_X POS_Y : (34,0)
apres : line->pos :   32 | POS_X POS_Y : (34,0)
avant : line->pos :   19 | POS_X POS_Y : (21,0)
milieu : line->pos :   19 | POS_X POS_Y : (21,0)
milieu2 : line->pos :   30 | POS_X POS_Y : (32,0)
apres : line->pos :   30 | POS_X POS_Y : (32,0)
avant : line->pos :   19 | POS_X POS_Y : (21,0)
milieu : line->pos :   19 | POS_X POS_Y : (21,0)
milieu2 : line->pos :   30 | POS_X POS_Y : (32,0)
apres : line->pos :   30 | POS_X POS_Y : (32,0)
avant : line->pos :   19 | POS_X POS_Y : (21,0)
milieu : line->pos :   19 | POS_X POS_Y : (21,0)
milieu2 : line->pos :   33 | POS_X POS_Y : (35,0)
apres : line->pos :   33 | POS_X POS_Y : (35,0)
